TICKETID;ASSETNUM;DESCRIPTION;CLASSSTRUCTUREID;REPORTDATE;REPORTEDBY;SITEID;STATUS;STATUSDATE
1956679;11186;Calefaccion no calienta;1596;10/19/2024 3:07 PM;0017581;;CLOSED;2/2/2025 6:15 PM
1925940;10647;Reclinables mal;1720;8/29/2024 10:13 AM;0006524;;CLOSED;12/29/2024 3:36 PM
1931986;11175;Maletero mal;1781;9/9/2024 12:26 PM;0037406;;CLOSED;12/15/2024 5:05 PM
1935134;11164;La luna delantera está muy rajada;1799;9/14/2024 8:56 AM;0002969;;CLOSED;9/16/2024 11:40 AM
1959634;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;10/24/2024 7:00 AM;MAXADMIN;;CLOSED;12/2/2024 8:21 PM
1938907;13010;Enchufe plaza 19/20 Roto (220v);1724;9/20/2024 6:27 PM;0056095;;CLOSED;12/29/2024 2:24 PM
1938977;3842;parasol derecho se ha quedado bajado y no recoge;4134;9/20/2024 9:47 PM;0032116;;CLOSED;1/5/2025 9:56 PM
1941162;10065;-;1636;9/24/2024 8:27 PM;0019513;;CLOSED;1/5/2025 6:24 PM
1946387;13010;¿micro?;1680;10/3/2024;0056095;;CLOSED;1/5/2025 10:26 PM
1956287;13077;-;1636;10/18/2024 11:59 PM;0019918;;CLOSED;3/2/2025 6:04 PM
1952615;13407;Puerta maletero izquierda, rota una de las barras de anclaje.Se abre y cierra con normalidad, no oc;1781;10/13/2024 6:10 PM;0008682;;CLOSED;3/9/2025 2:29 PM
1952626;10382;Sin potencia, da tirones;1518;10/13/2024 7:28 PM;0039599;;CLOSED;2/16/2025 2:37 PM
1952648;3704;Maletero izq trasero no abre;1781;10/13/2024 8:51 PM;0056038;;CLOSED;1/19/2025 4:02 PM
1952662;10648;-;1720;10/13/2024 10:04 PM;0056712;;CLOSED;1/19/2025 3:38 PM
1952667;10437;Patina el embrague;1536;10/13/2024 10:39 PM;0062287;;CLOSED;2/2/2025 6:16 PM
1952689;13011;Vibración a velocidades altas;1567;10/14/2024 1:02 AM;0019993;;CLOSED;2/2/2025 2:41 PM
1938124;4360;A.AC enfría poco;1592;9/19/2024 10:04 AM;0055611;;CLOSED;2/2/2025 2:47 PM
PIC860529_100;10383;Revisión y comunicación de testigos durante Autochecking del vehículo: depósito del agua limpia el;1608;9/20/2024 3:28 AM;0009126;;NOPRO;9/20/2024 12:11 PM
1926167;11178;Bandejas mal;1714;8/30/2024 3:41 AM;0037646;;CLOSED;12/1/2024 8:51 PM
1933402;10562;Puerta WC mal;1742;9/11/2024 8:30 PM;0018384;;CLOSED;12/23/2024 1:26 AM
1943315;10372;Regular/ajustar espejo;2026;9/27/2024 10:43 PM;0037885;;CLOSED;2/9/2025 2:34 PM
1938940;10802;Extintores mal;2020;9/20/2024 8:24 PM;0012358;;CLOSED;2/2/2025 2:44 PM
1938966;10647;No funciona;1680;9/20/2024 9:25 PM;0013006;;CLOSED;1/5/2025 7:41 PM
1938967;10647;Muchísimo ruido al circular;1775;9/20/2024 9:25 PM;0013006;;CLOSED;1/5/2025 7:42 PM
1938968;10647;Zona de los primeros asientos entra agua de lluvia;1785;9/20/2024 9:25 PM;0013006;;CLOSED;1/5/2025 7:42 PM
1938991;11994;no sube ni baja la  ventana del conductor;2022;9/20/2024 10:33 PM;0009116;;CLOSED;1/5/2025 7:00 PM
1939227;10492;Vehiculo 10492 supera 80 dias sin descargar. Ultima registrada el 06/06/2024;4125;9/21/2024 7:00 AM;MAXADMIN;;RESOLVED;10/27/2025 1:33 PM
1935180;10382;Maletero mal;1781;9/14/2024 2:05 PM;0005944;;CLOSED;12/22/2024 4:44 PM
1935671;11162;-;1524;9/15/2024 12:24 PM;0002969;;RESOLVED;9/16/2024 11:40 AM
1955482;13559;FUGA AIRE PRESION AIRE BAJA;4261;10/17/2024 1:55 PM;0012935;;CLOSED;1/26/2025 2:08 PM
1958093;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;10/22/2024 7:00 AM;MAXADMIN;;CLOSED;12/3/2024 4:21 AM
1958213;4357;Vehiculo 4357 supera 60 dias sin descargar. Ultima registrada el 21/08/2024;4124;10/22/2024 7:01 AM;MAXADMIN;;RESOLVED;10/28/2024 7:46 AM
1950977;4943;Buenos días, este autobús cuando pasas de 80 km por hora tiene una vibración en el volante tremenda;1567;10/10/2024 1:00 PM;0019471;;CLOSED;2/2/2025 6:56 PM
1955619;10648;El mando del limpia, funciona cuando quiere y como quiere.;1652;10/17/2024 8:25 PM;0000091;;CLOSED;2/16/2025 5:04 PM
1959229;3842;CD DE PARAMETROS;;10/23/2024 1:32 PM;243;;CLOSED;2/2/2025 2:03 PM
1939335;10561;¿entra agua por la luna?;1787;9/21/2024 1:24 PM;0015041;;CLOSED;1/5/2025 7:33 PM
1939721;10821;Reclinables mal;1720;9/22/2024 7:36 AM;0017863;;CLOSED;1/19/2025 2:50 PM
1939759;11172;-;1636;9/22/2024 11:50 AM;0058637;;CLOSED;9/23/2024 1:29 PM
1939371;10004;RUIDO EJE DELANTERO;;9/21/2024 4:22 PM;494;;CLOSED;12/29/2024 4:19 PM
PIC862290_100;13010;Revisión y comunicación de testigos durante Autochecking del vehículo: testigo de cierre centraliza;1608;9/25/2024 10:45 AM;0009126;;CLOSED;1/5/2025 10:26 PM
1941994;11140;PONER SILLAS PMR;;9/26/2024;351;;CLOSED;12/29/2024 3:32 PM
1946103;10439;revisar al líquido refrigeración, le ha echado un poco pero estába muy caliente, gracias;1510;10/2/2024 11:17 AM;0009126;;CLOSED;1/5/2025 10:26 PM
1946236;10425;REPARAR CARCASA ESPEJO DERECHO;;10/2/2024 5:07 PM;767;;CLOSED;1/5/2025 10:04 PM
1921641;11161;Desague WC mal;1740;8/21/2024 10:08 AM;0058655;;CLOSED;12/1/2024 8:22 PM
1921015;10639;Se calienta y no reduce.;1544;8/20/2024 7:07 AM;0062327;;CLOSED;12/1/2024 8:17 PM
1921327;10409;motor tienbla;1536;8/21/2024;0012694;;CLOSED;12/15/2024 4:34 PM
1921560;13258;Vehiculo 13258 supera 80 dias sin descargar. Ultima registrada el 29/05/2024;4125;8/21/2024 7:01 AM;MAXADMIN;;CLOSED;12/29/2024 2:24 PM
1926943;10644;Luces individuales mal;1734;8/31/2024 12:37 PM;0014774;;CLOSED;12/29/2024 4:18 PM
1927024;10383;Delanteros: mal desgastados ambos: derecho por interior, izquierdo por exterior. Izquierdo con 2mm;1818;8/31/2024 6:57 PM;0014983;;CLOSED;1/5/2025 10:08 PM
1927025;10383;de profundidad para llegar a testigos. Derecho poquito más. Para cambiar ya.;4068;8/31/2024 6:57 PM;0014983;;CLOSED;1/5/2025 10:08 PM
1927073;10424;Fallo en cuadro sistema frenos averiado;1538;8/31/2024 10:58 PM;0017438;;CLOSED;12/22/2024 4:26 PM
1927111;3665;no funciona el micrófono;1680;9/1/2024 2:06 AM;0038939;;CLOSED;12/15/2024 4:48 PM
1936899;13559;-;1567;9/17/2024 5:21 PM;0006522;;CLOSED;1/12/2025 3:50 PM
1937666;10404;REPARAR WC;;9/18/2024 8:41 PM;279;;CLOSED;12/29/2024 3:02 PM
1937670;10648;REPARAR BUTACA;;9/18/2024 8:59 PM;279;;CLOSED;12/29/2024 3:02 PM
1937719;2904;Algunos de los botones no respondían.;1590;9/18/2024 10:48 PM;0039389;;RESOLVED;9/19/2024 7:09 AM
1930296;10396;testigo aceite de la dirección se enciende;1624;9/6/2024 7:53 AM;0006522;;CLOSED;12/15/2024 5:00 PM
1944132;11916;Impresora no imprime;4225;9/29/2024 12:26 PM;0058069;;CLOSED;1/26/2025 4:51 PM
1944704;11173;Parece una batidora, te vibran hasta las orejas la coger el volante.;1567;9/30/2024 1:05 PM;0014983;;RESOLVED;10/4/2024 12:03 PM
1944705;11173;Ruedas traseras, si dan la profundidad, es por poco. Cambiar;1818;9/30/2024 1:05 PM;0014983;;RESOLVED;10/4/2024 12:04 PM
1939279;13013;Revisar presión ruedas. Exceptuando las de las cervi, las demás van por debajo de la nominal.;1816;9/21/2024 7:22 AM;0001684;;CLOSED;1/19/2025 2:50 PM
1935996;4950;Vehiculo 4950 supera 80 dias sin descargar. Ultima registrada el 07/05/2024;4125;9/16/2024 7:00 AM;MAXADMIN;;CLOSED;11/24/2024 5:36 PM
1936248;10065;Cambiar visor nodriza;;9/16/2024 4:39 PM;1948;;CLOSED;12/22/2024 4:47 PM
1959693;10497;Vehiculo 10497 supera 80 dias sin descargar. Ultima registrada el 30/07/2024;4125;10/24/2024 7:01 AM;MAXADMIN;;CLOSED;2/23/2025 4:13 PM
1951625;3842;AVERIA CAJA CAMBIOS;;10/11/2024 12:38 PM;01570;;CLOSED;3/16/2025 2:37 PM
1933942;3704;Mando retarder mal???;2002;9/12/2024 10:46 AM;0005870;;CLOSED;12/29/2024 3:11 PM
1940294;4995;Luna de la Puerta del Conductor se ha roto el Cable de Subir y Bajar el Cristal;1802;9/23/2024 9:48 AM;0008752;;CLOSED;1/26/2025 2:06 PM
1956980;11987;Vehiculo 11987 supera 80 dias sin descargar. Ultima registrada el 01/07/2024;4125;10/20/2024 7:00 AM;MAXADMIN;;CLOSED;2/2/2025 6:57 PM
1957064;13422;Cables de anilla de repostaje partidos no se puede repostar;1742;10/20/2024 9:29 AM;0032694;;CLOSED;2/2/2025 6:23 PM
1938153;11162;LAVADO CARROCERIA MENSUAL;;9/19/2024 11:16 AM;351;;CLOSED;1/5/2025 6:14 PM
1950666;11307;Reposapies Plaza 28;2016;10/10/2024 6:59 AM;0001684;;CLOSED;2/2/2025 2:45 PM
1942511;4696;-;1994;9/26/2024 2:54 PM;0019803;;NOPRO;9/27/2024 7:18 AM
1943152;10647;Tempomat no funciona;1548;9/27/2024 1:43 PM;0052075;;CLOSED;2/2/2025 3:18 PM
1921594;13062;Intermitente delantero derecho fundido.;1666;8/21/2024 7:09 AM;0030564;;CLOSED;12/1/2024 8:21 PM
PIC851911_100;13421;Revisión y comunicación de testigos durante Autochecking del vehículo: Puerta maletero izd delante;1608;8/21/2024 9:31 PM;0039032;;CLOSED;12/22/2024 4:00 PM
1922116;13306;"no funciona 
muy difícil la maniobra hacia atras";1758;8/22/2024 8:26 AM;0008929;;CLOSED;2/23/2025 3:34 PM
1927485;13006;No funciona antivaho espejos;1808;9/1/2024 6:15 PM;0008765;;CLOSED;12/22/2024 4:27 PM
1927979;13012;¿direccion vibra?;1567;9/2/2024 11:59 AM;0053338;;CLOSED;12/29/2024 4:43 PM
1928189;4688;El puesto de conducción esta lleno de telarañas con arañas bastante grandes por todas las guanteras;4131;9/2/2024 9:23 PM;0031460;;RESOLVED;9/3/2024 8:10 AM
1928301;10646;manguera repostaje agua WC rota;1740;9/3/2024 4:43 AM;0038967;;CLOSED;1/5/2025 11:11 PM
1938979;10384;Nevera no funciona;1936;9/20/2024 9:49 PM;0056705;;CLOSED;3/2/2025 8:36 PM
1931016;10658;-;4064;9/7/2024 5:26 PM;0060227;;NOPRO;9/8/2024 1:55 PM
1931054;3704;Desague WC mal???;1740;9/7/2024 10:52 PM;0056705;;CLOSED;1/19/2025 4:01 PM
1931422;10649;Maletero no cierra;;9/8/2024 3:09 PM;1976;;CLOSED;12/29/2024 4:22 PM
1933914;13558;vibra circulando y la cámara de la luna no enciende la luz supongo que no funciona;1567;9/12/2024 10:06 AM;0011607;;CLOSED;1/26/2025 4:32 PM
1932189;10823;Amortiguacion asiento conductor mal;1744;9/10/2024 3:41 AM;0037453;;CLOSED;12/22/2024 4:39 PM
1946024;13010;PAPEL TACOGRAFO;;10/2/2024 8:18 AM;217;;CLOSED;1/5/2025 9:24 PM
1946089;4699;El botón del desagüe no funciona.;1740;10/2/2024 10:36 AM;0030696;;CLOSED;1/5/2025 10:21 PM
1946090;4699;Rueda del tercer eje lado derecho está la presión muy baja;1816;10/2/2024 10:36 AM;0030696;;CLOSED;2/2/2025 7:01 PM
1946159;13722;GMV no conecta con el sae;1931;10/2/2024 2:38 PM;0059566;;NOPRO;10/3/2024 11:39 AM
1959761;13011;"- Tapa exterior depósito de combustible; Indica avería en cierre centralizado.";1793;10/24/2024 9:50 AM;0032405;;CLOSED;5/4/2025 2:17 PM
1959765;10646;REPARAR LUNA ASTURCRIS;;10/24/2024 9:55 AM;733;;CLOSED;2/2/2025 3:52 PM
1959780;10825;REPARAR LUNA PARABRISAS (23/10/2024);;10/24/2024 10:47 AM;1383;;CLOSED;10/24/2024 11:49 AM
1937491;10646;REPARAR LUNA ASTURCRIS;;9/18/2024 11:42 AM;733;;CLOSED;12/29/2024 3:35 PM
1946905;10819;-;1553;10/3/2024 7:20 PM;0056038;;CLOSED;1/19/2025 3:58 PM
1946762;3768;DESCARGAR TACOGRAFO;;10/3/2024 10:59 AM;3084;;CLOSED;1/19/2025 3:48 PM
1951757;11282;No funciona cargadores asientos 11-12 31-32- 41 y 45;1742;10/11/2024 8:12 PM;0031240;;CLOSED;2/2/2025 2:47 PM
1951758;11282;No funciona camara marcha atras;1758;10/11/2024 8:12 PM;0031240;;CLOSED;2/2/2025 2:47 PM
1951759;11282;Rueda Delantera derecha baja presión;1816;10/11/2024 8:12 PM;0031240;;CLOSED;2/2/2025 2:47 PM
1925381;3891;"en carretera tiene un silbido 
cambio ruedas delanteras";1775;8/28/2024 2:29 PM;0030055;;CLOSED;12/1/2024 8:46 PM
1925451;13055;;;8/28/2024 5:44 PM;400;;PLAN;8/28/2024 5:44 PM
1925456;13007;Desague WC mal;1740;8/28/2024 6:07 PM;0052865;;CLOSED;12/22/2024 4:21 PM
1926144;13407;-;4070;8/30/2024;0008947;;NOPRO;8/30/2024 6:40 AM
1950447;3847;Elevalunas conductor roto.;2022;10/9/2024 6:33 PM;0019749;;CLOSED;1/12/2025 4:38 PM
1950448;3847;Embellecedor de la marca Setra lateral derecho despegado.;4070;10/9/2024 6:33 PM;0019749;;CLOSED;1/12/2025 3:59 PM
1950449;3847;Pantallas de asientos 61 y 62 rotas.;4047;10/9/2024 6:33 PM;0019749;;CLOSED;3/30/2025 2:37 PM
1950470;13404;Puerta delantera se abre con las rachas de viento cuando sopla desde el lado izquierdo;1775;10/9/2024 7:52 PM;0030337;;NOPRO;10/10/2024 7:37 AM
1950863;4336;Vehiculo 4336 supera 80 dias sin descargar. Ultima registrada el 18/07/2024;4125;10/10/2024 7:01 AM;MAXADMIN;;CLOSED;2/2/2025 4:13 PM
1922238;10384;la manilla del tercer maletero de la izquierda está rota y no se puede abrir la manía te hace malet;1791;8/22/2024 3:25 PM;0015755;;CLOSED;12/1/2024 8:18 PM
1922837;13077;-;1680;8/23/2024 4:16 PM;0005070;;CLOSED;12/15/2024 4:39 PM
PIC852493_100;10430;Revisión y comunicación de testigos durante Autochecking del vehículo: mantenimiento para el veinti;1608;8/23/2024 5:19 PM;0009126;;CLOSED;12/1/2024 8:29 PM
1928489;6552;Vehiculo 6552 supera 80 dias sin descargar. Ultima registrada el 05/06/2024;4125;9/3/2024 7:00 AM;MAXADMIN;;CLOSED;12/22/2024 3:40 PM
1928531;10647;parte del conductor entra mucho frío;1596;9/3/2024 8:07 AM;0018787;;CLOSED;1/5/2025 7:42 PM
1928607;10740;luna delantera con bastantes rayas en zona conductor.  Algunas sin bloquear que seguirán creciendo.;1799;9/3/2024 11:47 AM;0050989;;CLOSED;2/23/2025 4:04 PM
1924366;13071;Las ruedas delanteras con deformaciones y globos(coche no apto para circular)y las ruedas del terce;1818;8/26/2024 7:30 PM;0035474;;CLOSED;2/23/2025 4:59 PM
1921554;10370;Vehiculo 10370 supera 80 dias sin descargar. Ultima registrada el 27/05/2024;4125;8/21/2024 7:01 AM;MAXADMIN;;RESOLVED;10/31/2025 11:30 PM
1926071;13055;Fuga agua;1522;8/29/2024 7:05 PM;0003044;;CLOSED;12/15/2024 4:41 PM
1945404;11164;LAVADO CARROCERIA MENSUAL;;10/1/2024 2:14 PM;351;;CLOSED;1/26/2025 2:54 PM
1949676;3593;"Echa poco aire""""Antivaho""""""";1604;10/8/2024 3:35 PM;0012711;;CLOSED;1/19/2025 4:03 PM
1949677;3593;Funciona a veces;1915;10/8/2024 3:35 PM;0012711;;CLOSED;2/2/2025 7:04 PM
1944580;10740;;;9/30/2024 8:20 AM;1202;;CLOSED;1/5/2025 10:25 PM
1944581;13423;;;9/30/2024 8:23 AM;1202;;CLOSED;1/5/2025 10:25 PM
1944582;10413;;;9/30/2024 8:25 AM;1202;;CLOSED;1/5/2025 10:25 PM
1955896;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 11/04/2024;4125;10/18/2024 7:00 AM;MAXADMIN;;RESOLVED;10/18/2024 9:35 AM
1955942;3650;Vehiculo 3650 supera 80 dias sin descargar. Ultima registrada el 03/07/2024;4125;10/18/2024 7:00 AM;MAXADMIN;;RESOLVED;10/18/2024 9:35 AM
PIC856390_142;3704;Revisión y comunicación de testigos de avería que detecten anomalías durante el Autochecking del ve;1608;9/5/2024 8:46 PM;0009126;;CLOSED;12/15/2024 4:58 PM
1948025;4696;servicio de ventilación averiado;1594;10/5/2024 6:07 PM;0037885;;CLOSED;1/26/2025 2:07 PM
1952120;10438;Espejo interior roto y metido en cajón de la escalera (o sea no hay espejo)...;4134;10/12/2024 1:45 PM;0058251;;NOPRO;10/12/2024 2:44 PM
1952219;10404;Entrada de agua por luna;1787;10/12/2024 9:51 PM;0006522;;PLAN;10/13/2024 9:55 AM
1952237;4696;Sistema de ventilación averiado;1598;10/13/2024;0032731;;CLOSED;1/26/2025 2:07 PM
1952241;4696;-;1636;10/13/2024;0032731;;NOPRO;10/13/2024 9:43 AM
1952275;10393;Señal de averia en AA;1594;10/13/2024 5:41 AM;0058251;;CLOSED;2/2/2025 2:46 PM
1928610;13243;PEGATINA ANGULO MUERTO;;9/3/2024 11:58 AM;859;;CLOSED;2/9/2025 3:02 PM
1953779;3650;Vehiculo 3650 supera 80 dias sin descargar. Ultima registrada el 03/07/2024;4125;10/15/2024 7:00 AM;MAXADMIN;;RESOLVED;10/15/2024 7:29 AM
1953908;10648;Calefaccion no cierra;1600;10/15/2024 8:56 AM;0054957;;CLOSED;1/19/2025 2:56 PM
1926605;10647;No funciona el micrófono.;1680;8/30/2024 7:32 PM;0000091;;CLOSED;1/5/2025 7:41 PM
1927063;4043;desague wc mal;1740;8/31/2024 9:47 PM;0019588;;CLOSED;6/1/2025 2:02 PM
1927036;10065;-;1818;8/31/2024 8:05 PM;0037254;;CLOSED;12/29/2024 4:21 PM
1953101;3842;Vehiculo 3842 supera 60 dias sin descargar. Ultima registrada el 13/08/2024;4124;10/14/2024 7:02 AM;MAXADMIN;;RESOLVED;10/14/2024 7:59 AM
1953250;11175;pantallas plazas 3y4 no funcionan;1678;10/14/2024 1:05 PM;0015058;;CLOSED;10/27/2024 3:02 PM
1953444;3692;tapa deposito gasoil;1779;10/14/2024 9:27 PM;0039723;;CLOSED;1/26/2025 3:27 PM
1923218;4326;Vehiculo 4326 supera 80 dias sin descargar. Ultima registrada el 30/05/2024;4125;8/24/2024 7:00 AM;MAXADMIN;;PREVIOUS;8/27/2024 2:28 PM
1923382;13252;REVISAR AVERIA MOTOR;;8/24/2024 6:36 PM;494;;CLOSED;12/1/2024 8:31 PM
1923383;13252;ENTRADA DE AGUA POR MALETERO;;8/24/2024 6:37 PM;494;;CLOSED;12/1/2024 8:31 PM
1923389;10384;REPAFRAR MALETERO EN ESTACION;;8/24/2024 6:43 PM;494;;CLOSED;12/1/2024 8:31 PM
1928689;13012;+CAMBIAR NEVERA TRASERA;;9/3/2024 3:43 PM;ALMASTURIAS;;CLOSED;1/5/2025 9:27 PM
1946825;10812;No encienden pantallas (indicar cuales);4009;10/3/2024 2:02 PM;0015071;;CLOSED;8/31/2025 8:39 PM
0125-2024-000268;2904;LATERAL IZQUIERDO;1845;10/10/2024 9:19 PM;MXINTADM;362;NEW;10/10/2024 9:22 PM
1939847;11995;falta el cinturón de la plaza 47.;1710;9/22/2024 6:47 PM;0019608;;CLOSED;12/29/2024 4:20 PM
1939909;4356;la ventanilla se ha quedado abajo el cristal y no se puede cerrar , se ha bajado de golpe , sistema;2022;9/22/2024 11:20 PM;0004251;;CLOSED;12/29/2024 4:20 PM
1926085;13007;Vibración a velocidades altas;1567;8/29/2024 8:31 PM;0015193;;CLOSED;12/22/2024 3:36 PM
1948622;3843;cambiar pastillas delanteras;;10/7/2024 6:17 AM;1259;;CLOSED;1/12/2025 2:54 PM
1950130;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;10/9/2024 7:01 AM;MAXADMIN;;CLOSED;1/19/2025 3:39 PM
1946741;3749;Parasol conductor caido. Taller Candina lo ha retirado.;4134;10/3/2024 9:53 AM;0019803;;CLOSED;1/12/2025 2:38 PM
1945295;3892;-;2024;10/1/2024 9:25 AM;0004402;;CLOSED;1/30/2025 4:06 PM
1943264;4046;INTERIOR \ EQUIP \ CATERING;1937;9/27/2024 7:50 PM;0038755;;NOPRO;9/30/2024 8:09 AM
1943285;10409;FUGA AIRE PRESION AIRE BAJA;4261;9/27/2024 9:13 PM;0070548;;CLOSED;1/5/2025 7:50 PM
1949082;10819;no funciona el telemat del repostaje del lado derecho tiene un cable suelto;1789;10/7/2024 7:02 PM;0015041;;CLOSED;1/19/2025 3:58 PM
1949095;11172;y cuando va lento la rueda derecha vibra mucho;1567;10/7/2024 7:29 PM;0009126;;CLOSED;10/8/2024 1:14 PM
1952558;13062;Fallo refrigeración averiado.;1594;10/13/2024 12:57 PM;0030564;;CLOSED;1/19/2025 3:39 PM
1952589;3749;Secador de aire comprimido averiado;4261;10/13/2024 3:10 PM;0007332;;CLOSED;2/9/2025 2:39 PM
1952643;10393;No tiene el enganche para la manguera de limpieza del deposito fecal;1738;10/13/2024 8:44 PM;0052044;;CLOSED;1/19/2025 3:57 PM
1934770;10824;Revisar presión gemelas lado derecho, sobre todo la interior.;1816;9/13/2024 11:02 PM;0001684;;CLOSED;12/22/2024 4:44 PM
1935126;4330;no funciona bien pierde contacto por el cable;1680;9/14/2024 8:21 AM;0053411;;PREVIOUS;10/2/2024 8:13 AM
1935161;13009;falta tornillo del pestillo derecho del 2 maletero lado izquierdo y va suelto el enganche por lo qu;1781;9/14/2024 11:47 AM;0038856;;CLOSED;12/22/2024 4:45 PM
1935274;10438;Maletero mal??;1781;9/14/2024 9:30 PM;0005870;;CLOSED;11/17/2024 3:34 PM
1927425;13006;Desgaste anormal de rueda;1818;9/1/2024 2:05 PM;0008765;;CLOSED;12/22/2024 4:27 PM
1927445;11168;¿pantalla?;4043;9/1/2024 3:45 PM;0015073;;CLOSED;2/2/2025 7:45 PM
1927109;3665;FUGA AIRE POR PARTE DELANTERA;4258;9/1/2024 2:06 AM;0038939;;CLOSED;12/15/2024 4:48 PM
1927557;11172;"se enciende casi constantemente el testigo de puerta de maletero abierto ; he comprobado que la pue";1636;9/2/2024 1:33 AM;0038939;;CLOSED;12/15/2024 4:49 PM
1928625;11186;LECTOR QR no conecta;4231;9/3/2024 12:38 PM;0001213;;CLOSED;1/5/2025 10:19 PM
1928794;10366;No se puede regular la banqueta , no tiene tirador y está totalmente suelta .;1746;9/3/2024 9:40 PM;0033305;;CLOSED;12/15/2024 4:46 PM
1928799;4045;-;1536;9/3/2024 9:50 PM;0004456;;CLOSED;12/22/2024 4:29 PM
1929360;10438;En subidas leves y al usar retarder retiembla entero;1557;9/4/2024 9:04 PM;0056437;;CLOSED;1/5/2025 10:08 PM
1929361;10438;Falla micro conductor,no funciona pantalla y enchufe plaza 33;1680;9/4/2024 9:04 PM;0056437;;CLOSED;12/15/2024 4:56 PM
1929362;10438;Hay cables descolgaos debajo del salpicadero frente a pie izquierdo;4131;9/4/2024 9:04 PM;0056437;;CLOSED;12/22/2024 4:31 PM
1940567;2985;ruido en la ventilación del conductor.;1592;9/24/2024;0039019;;CLOSED;1/5/2025 10:35 PM
1947439;10427;-;1666;10/4/2024 12:26 PM;0018335;;RESOLVED;12/25/2024 9:58 PM
1949795;10004;Tratamiento posterior de gases de escape averiado, esto marca en naranja amarillo.;1636;10/8/2024 9:39 PM;0015845;;CLOSED;1/12/2025 3:22 PM
1944041;4340;Vehiculo 4340 supera 80 dias sin descargar. Ultima registrada el 17/06/2024;4125;9/29/2024 7:00 AM;MAXADMIN;;CLOSED;1/19/2025 2:49 PM
1944203;11163;-;1555;9/29/2024 7:43 PM;0002969;;CLOSED;9/30/2024 12:31 PM
1944546;10795;Vehiculo 10795 supera 80 dias sin descargar. Ultima registrada el 08/07/2024;4125;9/30/2024 7:01 AM;MAXADMIN;;RESOLVED;9/30/2024 8:14 AM
1959088;10396;liquido dirección se enciende y se apaga;1636;10/23/2024 7:42 AM;0006522;;CLOSED;2/2/2025 4:22 PM
1950404;13359;Fallo A/A;;10/9/2024 4:57 PM;1545;253;CLOSED;2/2/2025 5:02 PM
1935575;10492;Vehiculo 10492 supera 80 dias sin descargar. Ultima registrada el 06/06/2024;4125;9/15/2024 7:00 AM;MAXADMIN;;RESOLVED;10/27/2025 1:33 PM
1935654;11282;Desague WC mal;1740;9/15/2024 9:06 AM;0033407;;CLOSED;12/29/2024 4:20 PM
PIC858829_100;13009;Revisión y comunicación de testigos durante Autochecking del vehículo: testigo freno de paradas ave;1608;9/15/2024 11:43 AM;0009126;;CLOSED;12/22/2024 4:45 PM
1935785;10364;Puerta WC mal;1742;9/16/2024 1:03 AM;0018528;;CLOSED;12/29/2024 4:18 PM
1957177;11167;ART no funciona;1553;10/20/2024 7:18 PM;0056038;;CLOSED;3/2/2025 8:24 PM
1957178;11167;pantalla 11;4009;10/20/2024 7:18 PM;0056038;;CLOSED;3/2/2025 8:24 PM
1957197;3653;manilla de maletero izquierda partida;1791;10/20/2024 9:45 PM;0030811;;CLOSED;1/26/2025 4:18 PM
1927813;2558;Vehiculo 2558 supera 80 dias sin descargar. Ultima registrada el 10/06/2024;4125;9/2/2024 7:00 AM;MAXADMIN;;CLOSED;12/22/2024 3:41 PM
1927828;2890;Vehiculo 2890 supera 80 dias sin descargar. Ultima registrada el 13/06/2024;4125;9/2/2024 7:00 AM;MAXADMIN;;PREVIOUS;9/3/2024 9:26 AM
1928041;11161;LAVADO CARROCERIA MENSUAL;;9/2/2024 1:51 PM;351;;CLOSED;1/5/2025 6:14 PM
1932568;10661;Sustituir filtro de combustible. Sale esto con el símbolo en amarillo.;1636;9/10/2024 12:42 PM;0015845;;CLOSED;12/15/2024 5:08 PM
1954957;11140;QUITAR SILLAS PMR;;10/17/2024;351;;CLOSED;1/26/2025 2:04 PM
1943229;3421;MALETERO MAL;1781;9/27/2024 5:38 PM;0011880;;CLOSED;12/29/2024 6:29 PM
1943276;10409;Fuga gasoil;1526;9/27/2024 8:51 PM;0070548;;CLOSED;1/5/2025 7:50 PM
1943582;11987;Vehiculo 11987 supera 80 dias sin descargar. Ultima registrada el 01/07/2024;4125;9/28/2024 7:00 AM;MAXADMIN;;CLOSED;2/2/2025 6:57 PM
1943728;4282;poco líquido anticongelante;1510;9/28/2024 3:42 PM;0038755;;CLOSED;1/19/2025 2:49 PM
1938332;13422;desplazamiento estacion rueda direccion pinchada;;9/19/2024 8:26 PM;1895;;CLOSED;1/5/2025 8:10 PM
1949668;10393;ITOS, NO TIENE NADA PARA CARGAR LA BATERÍA;4219;10/8/2024 3:12 PM;0015845;;CLOSED;2/2/2025 5:06 PM
1941318;13009;Vibra direccion;1567;9/25/2024 4:12 AM;0013736;;CLOSED;12/29/2024 4:43 PM
1945989;4338;Vehiculo 4338 supera 80 dias sin descargar. Ultima registrada el 11/07/2024;4125;10/2/2024 7:01 AM;MAXADMIN;;CLOSED;2/2/2025 4:08 PM
